File  .text     Size                      Crate Name
0.0%   0.1%     124B               embassy_time embassy_time::timer::Ticker::next::{{closure}}
0.0%   0.1%     124B                        std <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     124B                        std core::option::Option<T>::get_or_insert_with
0.0%   0.1%     124B                        std core::option::Option<T>::get_or_insert_with
0.0%   0.1%     124B            embassy_futures embassy_futures::join::MaybeDone<Fut>::take_output
0.0%   0.1%     122B                        std <core::iter::adapters::zip::Zip<A,B> as core::iter::adapters::zip::ZipImpl<A,B>>::new
0.0%   0.1%     120B           embassy_executor cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::pend
0.0%   0.1%     120B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::set_priority::{{closure}}
0.0%   0.1%     120B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::unmask
0.0%   0.1%     120B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::mask
0.0%   0.1%     120B                embassy_usb embassy_usb::descriptor::BosWriter::end_bos
0.0%   0.1%     120B                   heapless heapless::vec::Vec<T,_>::push_unchecked
0.0%   0.1%     120B                 embassy_rp embassy_rp::dma::Channel::regs
0.0%   0.1%     120B                 embassy_rp embassy_rp::usb::EndpointBuffer<T>::read
0.0%   0.1%     120B                      fixed fixed::float_helper::f64::parts
0.0%   0.1%     120B               embassy_sync embassy_sync::channel::Channel<M,T,_>::lock::{{closure}}
0.0%   0.1%     120B                  cnc_brain cnc_brain::__cortex_m_rt_main
0.0%   0.1%     120B           embassy_executor embassy_executor::arch::interrupt::InterruptExecutor::start
0.0%   0.1%     120B            embassy_futures embassy_futures::join::MaybeDone<Fut>::take_output
0.0%   0.1%     120B            embassy_futures embassy_futures::join::MaybeDone<Fut>::take_output
0.0%   0.1%     120B                   cortex_m cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::unpend
0.0%   0.1%     118B                       log? <log::Record as core::clone::Clone>::clone
0.0%   0.1%     118B                        std core::str::<impl str>::split_whitespace
0.0%   0.1%     118B               embassy_sync embassy_sync::channel::ChannelState<T,_>::try_send_with_context
0.0%   0.1%     116B               embassy_usb? <embassy_usb::descriptor::UsageType as core::fmt::Debug>::fmt
0.0%   0.1%     116B               embassy_usb? <embassy_usb::descriptor::SynchronizationType as core::fmt::Debug>::fmt
0.0%   0.1%     116B                        log log::RecordBuilder::new
0.0%   0.1%     116B                 embassy_rp embassy_rp::usb::EndpointBuffer<T>::write
0.0%   0.1%     116B           embassy_executor embassy_executor::_export::TaskPoolRef::get::{{closure}}
0.0%   0.1%     116B           embassy_futures? <embassy_futures::join::Join<Fut1,Fut2> as core::future::future::Future>::poll
0.0%   0.1%     116B            embassy_futures embassy_futures::join::MaybeDone<Fut>::poll
0.0%   0.1%     116B            embassy_futures embassy_futures::join::MaybeDone<Fut>::take_output
0.0%   0.1%     114B                embassy_usb embassy_usb::builder::Config::new
0.0%   0.1%     114B                        std core::alloc::layout::Layout::repeat_packed
0.0%   0.1%     114B            portable_atomic portable_atomic::AtomicBool::compare_exchange
0.0%   0.1%     114B            embassy_futures embassy_futures::join::MaybeDone<Fut>::poll
0.0%   0.1%     114B            embassy_futures embassy_futures::join::MaybeDone<Fut>::poll
0.0%   0.1%     112B                 embassy_rp embassy_rp::clocks::start_xosc::{{closure}}
0.0%   0.1%     112B                 embassy_rp __pre_init
0.0%   0.1%     112B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::set_priority
0.0%   0.1%     112B                embassy_usb <embassy_usb::class::cdc_acm::Control as embassy_usb::Handler>::reset
0.0%   0.1%     112B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::setup::{{closure}}::{{cl...
0.0%   0.1%     112B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::endpoint_set_enabled::{{closure}}
0.0%   0.1%     110B                  [Unknown] __aeabi_memcpy4
0.0%   0.1%     110B                  [Unknown] __aeabi_memcpy8
0.0%   0.1%     110B                      fixed core::slice::<impl [T]>::split_at_unchecked
0.0%   0.1%     108B                        std core::fmt::num::<impl core::fmt::UpperHex for usize>::fmt
0.0%   0.1%     108B                        std core::fmt::num::<impl core::fmt::LowerHex for usize>::fmt
0.0%   0.1%     108B                        std __rdl_oom
0.0%   0.1%     108B               embassy_time embassy_time::duration::Duration::from_millis
0.0%   0.1%     108B                 embassy_rp embassy_rp::dma::init
0.0%   0.1%     108B                 embassy_rp embassy_rp::clocks::configure_rosc::{{closure}}
0.0%   0.1%     108B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_out::{{closure}}::{...
0.0%   0.1%     108B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::Out> as embassy_usb_driver::EndpointOut>::read::...
0.0%   0.1%     108B           embassy_executor embassy_executor::raw::TaskPool<F,_>::spawn_impl
0.0%   0.1%     108B                        std core::num::<impl usize>::next_multiple_of
0.0%   0.1%     106B                        std core::ptr::drop_in_place<embassy_usb_logger::UsbLogger<1024_usize,cnc_brain::Handler>::run_log...
0.0%   0.1%     106B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     104B               embassy_time embassy_time::duration::Duration::from_secs
0.0%   0.1%     104B      linked_list_allocator linked_list_allocator::Heap::allocate_first_fit
0.0%   0.1%     104B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_out
0.0%   0.1%     104B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_in
0.0%   0.1%     104B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_in::{{closure}}::{{...
0.0%   0.1%     104B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::accept::{{closure}}::{{c...
0.0%   0.1%     104B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::accept::{{closure}}::{{c...
0.0%   0.1%     104B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::In> as embassy_usb_driver::EndpointIn>::write::{...
0.0%   0.1%     104B               embassy_sync embassy_sync::channel::ChannelState<T,_>::try_send_with_context
0.0%   0.1%     104B                   heapless heapless::deque::Deque<T,_>::pop_front_unchecked
0.0%   0.1%     104B                   heapless heapless::deque::Deque<T,_>::pop_front_unchecked
0.0%   0.1%     104B                      fixed fixed::prim_traits::<impl fixed::traits::ToFixed for f64>::to_fixed
0.0%   0.1%     102B                 num_traits <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                     rp_pac <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B      linked_list_allocator <core::ptr::non_null::NonNull<T> as core::cmp::PartialOrd>::partial_cmp
0.0%   0.1%     102B                        std core::iter::adapters::chain::and_then_or_clear
0.0%   0.1%     102B                        std <core::slice::iter::IterMut<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::IterMut<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::IterMut<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%     102B           embassy_futures? <embassy_futures::join::Join<Fut1,Fut2> as core::future::future::Future>::poll
0.0%   0.1%     102B                 embassy_rp embassy_rp::pio::Common<PIO>::make_pio_pin::{{closure}}
0.0%   0.1%     100B               embassy_sync embassy_sync::waitqueue::waker_registration::WakerRegistration::wake
0.0%   0.1%     100B                      fixed <core::ops::range::Range<usize> as core::slice::index::SliceIndex<[T]>>::index_mut
0.0%   0.1%     100B                 embassy_rp core::sync::atomic::compiler_fence
0.0%   0.1%     100B                 usb_device <core::ops::range::Range<usize> as core::slice::index::SliceIndex<[T]>>::index_mut
0.0%   0.1%     100B                embassy_usb embassy_usb::descriptor::DescriptorWriter::iad
0.0%   0.1%     100B                        std core::sync::atomic::compiler_fence
0.0%   0.1%     100B                        std core::iter::traits::iterator::Iterator::try_fold
0.0%   0.1%     100B                        std core::ptr::drop_in_place<cnc_brain::__step_consumer_task::{{closure}}>
0.0%   0.1%     100B                        std core::ptr::drop_in_place<embassy_usb_logger::UsbLogger<1024_usize,cnc_brain::Handler>::run_log...
0.0%   0.1%     100B                   arrayvec arrayvec::arrayvec_impl::ArrayVecImpl::truncate
0.0%   0.1%     100B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::exec_instr
0.0%   0.1%     100B                 embassy_rp embassy_rp::pio::Common<PIO>::load_program
0.0%   0.1%      98B                        std __clzsi2
0.0%   0.1%      98B      linked_list_allocator linked_list_allocator::hole::HoleList::cursor
0.0%   0.1%      98B                   heapless heapless::vec::Vec<T,_>::push
0.0%   0.1%      98B                        std <core::iter::adapters::chain::Chain<A,B> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%      96B                     hash32 core::array::<impl core::convert::TryFrom<&[T]> for [T; N]>::try_from
0.0%   0.1%      96B                        std core::ptr::drop_in_place<cnc_brain::__core1_main_task::{{closure}}>
0.0%   0.1%      96B           embassy_executor embassy_executor::raw::TaskPool<F,_>::spawn_impl
0.0%   0.1%      96B                   heapless heapless::deque::Deque<T,_>::pop_front_unchecked
0.0%   0.1%      96B                        std <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::next
0.0%   0.1%      94B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.1%      94B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.1%      94B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.1%      94B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.1%      94B           embassy_executor embassy_executor::raw::TaskPool<F,_>::spawn_impl
0.0%   0.1%      94B                        std core::iter::traits::iterator::Iterator::try_fold
0.0%   0.1%      94B                        std core::iter::traits::iterator::Iterator::try_fold
0.0%   0.1%      92B                        std core::num::<impl u64>::checked_add
0.0%   0.1%      92B                 embassy_rp embassy_rp::clocks::configure_rosc::{{closure}}
0.0%   0.1%      92B                embassy_usb embassy_usb::descriptor::DescriptorWriter::end_configuration
0.0%   0.1%      92B                embassy_usb embassy_usb::Inner<D>::handle_control_out::{{closure}}
0.0%   0.1%      92B                static_cell static_cell::StaticCell<T>::try_uninit
0.0%   0.1%      92B                embassy_rp? <embassy_rp::usb::Driver<T> as embassy_usb_driver::Driver>::start::{{closure}}
0.0%   0.1%      92B                        std core::char::convert::from_u32_unchecked::precondition_check
0.0%   0.1%      92B                embassy_rp? <embassy_rp::pio::LoadError as core::fmt::Debug>::fmt
0.0%   0.1%      92B                        std core::fmt::num::<impl core::fmt::Debug for usize>::fmt
0.0%   0.0%      90B           embassy_executor embassy_executor::raw::SyncExecutor::spawn::{{closure}}
0.0%   0.0%      90B                embassy_usb <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      90B                embassy_usb core::array::<impl core::convert::TryFrom<&[T]> for [T; N]>::try_from
0.0%   0.0%      90B                        std core::iter::traits::iterator::Iterator::chain
0.0%   0.0%      88B                        std core::cmp::impls::<impl core::cmp::PartialOrd for u64>::partial_cmp
0.0%   0.0%      88B                 embassy_rp embassy_rp::time_driver::init
0.0%   0.0%      88B                 embassy_rp embassy_rp::time_driver::TimerDriver::check_alarm
0.0%   0.0%      88B                 embassy_rp core::cell::RefCell<T>::try_borrow_mut
0.0%   0.0%      88B                embassy_usb core::cell::RefCell<T>::try_borrow_mut
0.0%   0.0%      88B             embedded_alloc core::cell::RefCell<T>::try_borrow_mut
0.0%   0.0%      88B            portable_atomic portable_atomic::utils::assert_compare_exchange_ordering
0.0%   0.0%      88B                embassy_usb embassy_usb::builder::Builder<D>::handler
0.0%   0.0%      88B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_out::{{closure}}::{...
